trip_id,time_s,phase,lon_deg,lat_deg,altitude_m,payload_kg
T001,419.2999223111243,巡航,109.22970102962964,23.008480037037035,366.09783935546875,14.0
T001,429.1338981704257,巡航,109.22855035925926,23.00845057407407,366.09783935546875,14.0
T001,438.9678740297271,巡航,109.2273996888889,23.00842111111111,366.09783935546875,14.0
T001,448.8018498890285,巡航,109.22624901851852,23.008391648148148,366.09783935546875,14.0
T001,458.6358257483299,巡航,109.22509834814815,23.008362185185185,366.09783935546875,14.0
T001,468.4698016076313,巡航,109.22394767777779,23.00833272222222,366.09783935546875,14.0
T001,478.30377746693273,巡航,109.22279700740741,23.008303259259257,366.09783935546875,14.0
T001,488.13775332623413,巡航,109.22164633703704,23.008273796296294,366.09783935546875,14.0
T001,497.97172918553554,巡航,109.22049566666666,23.008244333333334,366.09783935546875,14.0
T001,507.805705044837,巡航,109.2193449962963,23.00821487037037,366.09783935546875,14.0
T001,517.6396809041383,巡航,109.21819432592594,23.008185407407407,366.09783935546875,14.0
T001,527.4736567634397,巡航,109.21704365555556,23.008155944444443,366.09783935546875,14.0
T001,537.3076326227412,巡航,109.21589298518519,23.00812648148148,366.09783935546875,14.0
T001,547.1416084820426,巡航,109.21474231481481,23.00809701851852,366.09783935546875,14.0
T001,556.9755843413441,巡航,109.21359164444445,23.008067555555556,366.09783935546875,14.0
T001,566.8095602006454,巡航,109.21244097407407,23.008038092592592,366.09783935546875,14.0
T001,576.6435360599469,巡航,109.2112903037037,23.00800862962963,366.09783935546875,14.0
T001,586.4775119192482,巡航,109.21013963333334,23.007979166666665,366.09783935546875,14.0
